"","X5","X1500","X0","X0.1","X1"
"3931",35,-94,0,0,0
"3932",40,-94,0,0,0
"3933",45,-94,0,0,0
"3934",50,-94,0,0,0
"3935",55,-94,0,0,0
"3936",60,-94,0,0,0
"3937",65,-94,0,0,0
"3938",70,-94,0,0,0
"3939",75,-94,0,0,0
"3940",80,-94,0,0,0
"3941",85,-94,0,0,0
"3942",90,-94,0,0,0
"3943",95,-94,0,0,0
"3944",100,-94,0,0,0
"3945",105,-94,0,0,0
"3946",110,-94,0,0,0
"3947",115,-94,0,0,0
"3948",120,-94,0,0,0
"3949",125,-94,0,0,0
"3950",130,-94,0,0,0
"3951",135,-94,0,0,0
"3952",140,-94,0,0,0
"3953",145,-94,0,0,0
"3954",150,-94,0,0,0
"3955",155,-94,0,0,0
"3956",160,-94,0,0,0
"3957",165,-94,0,0,0
"3958",170,-94,0,0,0
"3959",175,-94,0,0,0
"3960",180,-94,0,0,0
"3961",185,-94,0,0,0
"3962",190,-94,0,0,0
"3963",195,-94,0,0,0
"3964",200,-94,0,0,0
"3965",205,-94,0,0,0
"3966",210,-94,0,0,0
"3967",215,-94,0,0,0
"3968",220,-94,0,0,0
"3969",225,-94,0,0,0
"3970",230,-94,0,0,0
"3971",235,-94,0,0,0
"3972",240,-94,0,0,0
"3973",245,-94,0,0,0
"3974",250,-94,0,0,0
"3975",255,-94,0,0,0
"3976",260,-94,0,0,0
"3977",265,-94,0,0,0
"3978",270,-94,0,0,0
"3979",275,-94,0,0,0
"3980",280,-94,0,0,0
"3981",285,-94,0,0,0
"3982",290,-94,0,0,0
"3983",295,-94,0,0,0
"3984",300,-94,0,0,0
"3985",305,-94,0,0,0
"3986",310,-94,0,0,0
"3987",315,-94,0,0,0
"3988",320,-94,0,0,0
"3989",325,-94,0,0,0
"3990",330,-94,0,0,0
"3991",335,-94,0,0,0
"3992",340,-94,0,0,0
"3993",345,-94,0,0,0
"3994",350,-94,0,0,0
"3995",355,-94,0,0,0
"3996",360,-94,0,0,0
"3997",365,-94,0,0,0
"3998",370,-94,0,0,0
"3999",375,-94,0,0,0
"4000",380,-94,0,0,0
"4001",385,-94,0,0,0
"4002",390,-94,0,0,0
"4003",395,-94,0,0,0
"4004",400,-94,0,0,0
"4005",405,-94,0,0,0
"4006",410,-94,0,0,0
"4007",415,-94,0,0,0
"4008",420,-94,0,0,0
"4009",425,-94,0,0,0
"4010",430,-94,0,0,0
"4011",435,-94,0,0,0
"4012",440,-94,0,0,0
"4013",445,-94,0,0,0
"4014",450,-94,0,0,0
"4015",455,-94,0,0,0
"4016",460,-94,0,0,0
"4017",465,-94,0,0,0
"4018",470,-94,0,0,0
"4019",475,-94,0,0,0
"4020",480,-94,0,0,0
"4021",485,-94,0,0,0
"4022",490,-94,0,0,0
"4023",495,-94,0,0,0
"4024",5,1500,0,0,1
"4025",10,1150,2,0,1
"4026",15,560,5,0,1
"4027",20,10,7,0,1
"4028",25,10,7,0,1
"4029",30,50,7,0,1
"4030",35,50,7,0,1
"4031",40,40,8,0,1
"4032",45,324,8,0,1
"4033",50,194,9,0,1
"4034",55,200,9,0,1
"4035",60,260,9,0,1
"4036",65,300,9,0,1
"4037",70,6,10,0,1
"4038",75,6,12,0,1
"4039",80,31,12,0,1
"4040",85,31,12,0,1
"4041",90,31,12,0,1
"4042",95,255,12,0,1
"4043",100,283,12,0,1
"4044",105,524,12,0,1
"4045",110,296,12,0,1
"4046",115,332,12,0,1
"4047",120,385,12,0,1
"4048",125,585,12,0,1
"4049",130,592,12,0,1
"4050",135,592,12,0,1
"4051",140,61,13,0,1
"4052",145,371,13,0,1
"4053",150,397,13,0,1
"4054",155,343,13,0,1
"4055",160,619,13,0,1
"4056",165,609,13,0,1
"4057",170,816,13,0,1
"4058",175,616,13,0,1
"4059",180,752,13,0,1
"4060",185,773,13,0,1
"4061",190,917,13,0,1
"4062",195,722,14,0,1
"4063",200,672,14,0,1
"4064",205,636,14,0,1
"4065",210,882,14,0,1
"4066",215,888,14,0,1
"4067",220,1070,14,0,1
"4068",225,1070,14,0,1
"4069",230,1294,14,0,1
"4070",235,1334,14,0,1
"4071",240,1330,14,0,1
"4072",245,1365,14,0,1
"4073",250,1390,14,0,1
"4074",255,1384,14,0,1
"4075",260,1346,14,0,1
"4076",265,1366,14,0,1
"4077",270,1336,14,0,1
"4078",275,1346,14,0,1
"4079",280,1564,14,0,1
"4080",285,1580,14,0,1
"4081",290,1561,14,0,1
"4082",295,1785,14,0,1
"4083",300,1879,14,0,1
"4084",305,1859,14,0,1
"4085",310,2059,14,0,1
"4086",315,2134,14,0,1
"4087",320,2148,14,0,1
"4088",325,2128,14,0,1
"4089",330,2327,14,0,1
"4090",335,2333,14,0,1
"4091",340,2321,14,0,1
"4092",345,2401,14,0,1
"4093",350,2401,14,0,1
"4094",355,2597,14,0,1
"4095",360,2601,14,0,1
"4096",365,2649,14,0,1
"4097",370,2649,14,0,1
"4098",375,2659,14,0,1
"4099",380,2684,14,0,1
"4100",385,2686,14,0,1
"4101",390,2843,14,0,1
"4102",395,2853,14,0,1
"4103",400,3073,14,0,1
"4104",405,3199,14,0,1
"4105",410,3183,14,0,1
"4106",415,3197,14,0,1
"4107",420,3223,14,0,1
"4108",425,3173,14,0,1
"4109",430,3359,14,0,1
"4110",435,3387,14,0,1
"4111",440,3387,14,0,1
"4112",445,3643,14,0,1
"4113",450,3625,14,0,1
"4114",455,3609,14,0,1
"4115",460,3623,14,0,1
"4116",465,3573,14,0,1
"4117",470,3821,14,0,1
"4118",475,3841,14,0,1
"4119",480,4041,14,0,1
"4120",485,4169,14,0,1
"4121",490,4141,14,0,1
"4122",495,4041,14,0,1
"4123",5,1500,0,0,1
"4124",10,1190,1,0,1
"4125",15,1190,1,0,1
"4126",20,1190,1,0,1
"4127",25,1190,1,0,1
"4128",30,1190,1,0,1
"4129",35,1190,1,0,1
"4130",40,1190,1,0,1
"4131",45,1196,1,0,1
"4132",50,1196,1,0,1
"4133",55,1180,1,0,1
"4134",60,1180,1,0,1
"4135",65,1180,1,0,1
"4136",70,1374,1,0,1
"4137",75,1449,1,0,1
"4138",80,1424,1,0,1
"4139",85,1374,1,0,1
"4140",90,1374,1,0,1
"4141",95,1360,1,0,1
"4142",100,1310,1,0,1
"4143",105,1275,1,0,1
"4144",110,1275,2,0,1
"4145",115,1247,2,0,1
"4146",120,1151,2,0,1
"4147",125,1186,3,0,1
"4148",130,1176,3,0,1
"4149",135,1076,3,0,1
"4150",140,1076,3,0,1
"4151",145,1026,3,0,1
"4152",150,1000,3,0,1
"4153",155,1100,3,0,1
"4154",160,1050,3,0,1
"4155",165,1004,3,0,1
"4156",170,1004,3,0,1
"4157",175,1004,3,0,1
"4158",180,894,3,0,1
"4159",185,794,3,0,1
"4160",190,1025,3,0,1
"4161",195,990,3,0,1
"4162",200,1194,3,0,1
"4163",205,1180,3,0,1
"4164",210,1306,3,0,1
"4165",215,1106,3,0,1
"4166",220,1110,3,0,1
"4167",225,1110,3,0,1
"4168",230,1086,3,0,1
"4169",235,1180,3,0,1
"4170",240,1170,3,0,1
"4171",245,1150,3,0,1
"4172",250,1115,3,0,1
"4173",255,1301,3,0,1
"4174",260,1251,3,0,1
"4175",265,1207,3,0,1
"4176",270,1407,3,0,1
"4177",275,1345,3,0,1
"4178",280,1545,3,0,1
"4179",285,1545,3,0,1
"4180",290,1531,3,0,1
"4181",295,1513,3,0,1
"4182",300,1433,3,0,1
"4183",305,1417,3,0,1
"4184",310,1367,3,0,1
"4185",315,1492,3,0,1
"4186",320,1478,3,0,1
"4187",325,1458,3,0,1
"4188",330,1459,3,0,1
"4189",335,1657,3,0,1
"4190",340,1643,3,0,1
"4191",345,1625,3,0,1
"4192",350,1625,3,0,1
"4193",355,1629,3,0,1
"4194",360,1613,3,0,1
"4195",365,1589,3,0,1
"4196",370,1543,3,0,1
"4197",375,1479,3,0,1
"4198",380,1479,3,0,1
"4199",385,1479,3,0,1
"4200",390,1438,3,0,1
"4201",395,1610,3,0,1
"4202",400,1602,3,0,1
"4203",405,1474,3,0,1
"4204",410,1480,3,0,1
"4205",415,1444,3,0,1
"4206",420,1444,3,0,1
"4207",425,1394,3,0,1
"4208",430,1368,3,0,1
"4209",435,1566,3,0,1
"4210",440,1556,3,0,1
"4211",445,1450,3,0,1
"4212",450,1422,3,0,1
"4213",455,1616,3,0,1
"4214",460,1602,3,0,1
"4215",465,1552,3,0,1
"4216",470,1530,3,0,1
"4217",475,1712,3,0,1
"4218",480,1694,3,0,1
"4219",485,1584,3,0,1
"4220",490,1534,3,0,1
"4221",495,1720,3,0,1
"4222",5,1500,0,0,1
"4223",10,1494,0,0,1
"4224",15,867,1,0,1
"4225",20,767,1,0,1
"4226",25,967,1,0,1
"4227",30,967,1,0,1
"4228",35,967,1,0,1
"4229",40,877,2,0,1
"4230",45,787,2,0,1
"4231",50,697,2,0,1
"4232",55,907,2,0,1
"4233",60,847,2,0,1
"4234",65,807,2,0,1
"4235",70,707,2,0,1
"4236",75,932,2,0,1
"4237",80,732,3,0,1
"4238",85,782,3,0,1
"4239",90,862,4,0,1
"4240",95,852,4,0,1
"4241",100,854,5,0,1
"4242",105,848,5,0,1
"4243",110,736,6,0,1
"4244",115,468,7,0,1
"4245",120,411,7,0,1
"4246",125,186,8,0,1
"4247",130,189,8,0,1
"4248",135,289,8,0,1
"4249",140,219,8,0,1
"4250",145,359,8,0,1
"4251",150,179,9,0,1
"4252",155,233,9,0,1
"4253",160,207,9,0,1
"4254",165,463,9,0,1
"4255",170,136,10,0,1
"4256",175,136,10,0,1
"4257",180,110,10,0,1
"4258",185,89,10,0,1
"4259",190,314,10,0,1
"4260",195,24,11,0,1
"4261",200,270,11,0,1
"4262",205,320,11,0,1
"4263",210,348,11,0,1
"4264",215,542,11,0,1
"4265",220,556,11,0,1
"4266",225,556,11,0,1
"4267",230,556,11,0,1
"4268",235,722,11,0,1
"4269",240,736,11,0,1
"4270",245,721,11,0,1
"4271",250,931,11,0,1
"4272",255,951,11,0,1
"4273",260,1039,11,0,1
"4274",265,1063,11,0,1
"4275",270,1093,11,0,1
"4276",275,1145,11,0,1
"4277",280,1127,11,0,1
"4278",285,1111,11,0,1
"4279",290,1144,11,0,1
"4280",295,1338,11,0,1
"4281",300,1324,11,0,1
"4282",305,1360,11,0,1
"4283",310,1610,11,0,1
"4284",315,1410,11,0,1
"4285",320,1410,11,0,1
"4286",325,1450,11,0,1
"4287",330,1450,11,0,1
"4288",335,1646,11,0,1
"4289",340,1672,11,0,1
"4290",345,1610,11,0,1
"4291",350,1610,11,0,1
"4292",355,1610,11,0,1
"4293",360,1622,11,0,1
"4294",365,1598,11,0,1
"4295",370,1844,11,0,1
"4296",375,1898,11,0,1
"4297",380,1873,11,0,1
"4298",385,1871,11,0,1
"4299",390,1955,11,0,1
"4300",395,2173,11,0,1
"4301",400,2161,11,0,1
"4302",405,2163,11,0,1
"4303",410,2373,11,0,1
"4304",415,2395,11,0,1
"4305",420,2369,11,0,1
"4306",425,2669,11,0,1
"4307",430,2609,11,0,1
"4308",435,2583,11,0,1
"4309",440,2593,11,0,1
"4310",445,2643,11,0,1
"4311",450,2689,11,0,1
"4312",455,2811,11,0,1
"4313",460,2811,11,0,1
"4314",465,2911,11,0,1
"4315",470,2885,11,0,1
"4316",475,3083,11,0,1
"4317",480,3101,11,0,1
"4318",485,3083,11,0,1
"4319",490,3161,11,0,1
"4320",495,3375,11,0,1
"4321",5,1500,0,0,0
"4322",10,355,4,0,0
"4323",15,-8,0,0,0
"4324",20,-8,0,0,0
"4325",25,-8,0,0,0
"4326",30,-8,0,0,0
"4327",35,-8,0,0,0
"4328",40,-8,0,0,0
"4329",45,-8,0,0,0
"4330",50,-8,0,0,0
"4331",55,-8,0,0,0
"4332",60,-8,0,0,0
"4333",65,-8,0,0,0
"4334",70,-8,0,0,0
"4335",75,-8,0,0,0
"4336",80,-8,0,0,0
"4337",85,-8,0,0,0
"4338",90,-8,0,0,0
"4339",95,-8,0,0,0
"4340",100,-8,0,0,0
"4341",105,-8,0,0,0
"4342",110,-8,0,0,0
"4343",115,-8,0,0,0
"4344",120,-8,0,0,0
"4345",125,-8,0,0,0
"4346",130,-8,0,0,0
"4347",135,-8,0,0,0
"4348",140,-8,0,0,0
"4349",145,-8,0,0,0
"4350",150,-8,0,0,0
"4351",155,-8,0,0,0
"4352",160,-8,0,0,0
"4353",165,-8,0,0,0
"4354",170,-8,0,0,0
"4355",175,-8,0,0,0
"4356",180,-8,0,0,0
"4357",185,-8,0,0,0
"4358",190,-8,0,0,0
"4359",195,-8,0,0,0
"4360",200,-8,0,0,0
"4361",205,-8,0,0,0
"4362",210,-8,0,0,0
"4363",215,-8,0,0,0
"4364",220,-8,0,0,0
"4365",225,-8,0,0,0
"4366",230,-8,0,0,0
"4367",235,-8,0,0,0
"4368",240,-8,0,0,0
"4369",245,-8,0,0,0
"4370",250,-8,0,0,0
"4371",255,-8,0,0,0
"4372",260,-8,0,0,0
"4373",265,-8,0,0,0
"4374",270,-8,0,0,0
"4375",275,-8,0,0,0
"4376",280,-8,0,0,0
"4377",285,-8,0,0,0
"4378",290,-8,0,0,0
"4379",295,-8,0,0,0
"4380",5,1500,0,0,1
"4381",10,1325,1,0,1
"4382",15,805,4,0,1
"4383",20,465,7,0,1
"4384",25,345,8,0,1
"4385",30,373,8,0,1
"4386",35,193,9,0,1
"4387",40,193,9,0,1
"4388",45,33,11,0,1
"4389",50,33,11,0,1
"4390",55,47,11,0,1
"4391",60,197,11,1,1
"4392",65,183,11,2,1
"4393",70,173,11,3,1
"4394",75,91,11,5,1
"4395",80,241,11,6,1
"4396",85,201,11,7,1
"4397",90,183,11,8,1
"4398",95,61,11,9,1
"4399",100,685,11,10,1
"4400",105,565,12,10,1
"4401",110,105,14,10,1
"4402",115,105,14,10,1
"4403",120,370,14,10,1
"4404",125,270,14,11,1
"4405",130,194,14,11,1
"4406",135,269,14,12,1
"4407",140,169,14,13,1
"4408",145,443,14,13,1
"4409",150,551,14,14,1
"4410",155,409,14,15,1
"4411",160,597,14,16,1
"4412",165,585,14,18,1
"4413",170,165,15,19,1
"4414",175,190,15,19,1
"4415",180,10,16,19,1
"4416",185,210,16,19,1
"4417",190,666,16,19,1
"4418",195,556,16,20,1
"4419",200,156,17,21,1
"4420",205,156,17,21,1
"4421",210,256,17,22,1
"4422",215,184,17,23,1
"4423",220,182,17,24,1
"4424",225,432,17,24,1
"4425",230,332,17,25,1
"4426",235,8,18,26,1
"4427",240,106,18,26,1
"4428",245,6,18,26,1
"4429",250,6,18,26,1
"4430",255,112,18,27,1
"4431",260,692,18,28,1
"4432",265,814,18,29,1
"4433",270,690,18,30,1
"4434",275,615,18,31,1
"4435",280,723,18,32,1
"4436",285,723,18,32,1
"4437",290,623,18,33,1
"4438",295,163,19,35,1
"4439",5,1500,0,0,0
"4440",10,1350,1,0,0
"4441",15,1350,1,0,0
"4442",20,1550,1,0,0
"4443",25,1550,1,0,0
"4444",30,1532,1,0,0
"4445",35,1532,1,0,0
"4446",40,1382,2,0,0
"4447",45,1582,2,0,0
"4448",50,1582,2,0,0
"4449",55,1568,2,0,0
"4450",60,1568,2,0,0
"4451",65,1562,2,0,0
"4452",70,1346,3,0,0
"4453",75,1346,3,0,0
"4454",80,1346,3,0,0
"4455",85,1336,3,0,0
"4456",90,1320,3,0,0
"4457",95,1410,3,0,0
"4458",100,1160,3,0,0
"4459",105,1160,3,0,0
"4460",110,1160,3,0,0
"4461",115,1160,3,0,0
"4462",120,1190,3,0,0
"4463",125,563,4,0,0
"4464",130,588,4,0,0
"4465",135,813,4,0,0
"4466",140,813,4,0,0
"4467",145,813,4,0,0
"4468",150,1013,4,0,0
"4469",155,1005,4,0,0
"4470",160,941,4,0,0
"4471",165,941,4,0,0
"4472",170,941,4,0,0
"4473",175,1116,4,0,0
"4474",180,1116,4,0,0
"4475",185,1016,4,0,0
"4476",190,760,4,0,0
"4477",195,770,4,0,0
"4478",200,770,4,0,0
"4479",205,570,5,0,0
"4480",210,770,5,0,0
"4481",215,742,5,0,0
"4482",220,644,5,0,0
"4483",225,594,5,0,0
"4484",230,594,5,0,0
"4485",235,558,5,0,0
"4486",240,460,5,0,0
"4487",245,560,5,0,0
"4488",250,560,5,0,0
"4489",255,754,5,0,0
"4490",260,74,5,0,0
"4491",265,52,5,0,0
"4492",270,26,5,0,0
"4493",275,201,5,0,0
"4494",280,193,5,0,0
"4495",285,193,5,0,0
"4496",290,93,5,0,0
"4497",295,93,5,0,0
"4498",5,1500,0,0,0
"4499",10,1475,0,0,0
"4500",15,1475,0,0,0
"4501",20,1475,0,0,0
"4502",25,1375,0,0,0
"4503",30,1365,0,0,0
"4504",35,1365,0,0,0
"4505",40,1365,0,0,0
"4506",45,1565,0,0,0
"4507",50,1565,0,0,0
"4508",55,1565,0,0,0
"4509",60,1465,0,0,0
"4510",65,1635,0,0,0
"4511",70,1611,0,0,0
"4512",75,1593,0,0,0
"4513",80,1593,0,0,0
"4514",85,1593,0,0,0
"4515",90,1577,0,0,0
"4516",95,1559,0,0,0
"4517",100,1535,0,0,0
"4518",105,1515,0,0,0
"4519",110,1515,0,0,0
"4520",115,1315,1,0,0
"4521",120,1240,2,0,0
"4522",125,940,3,0,0
"4523",130,991,3,0,0
"4524",135,991,3,0,0
"4525",140,731,4,0,0
"4526",145,357,5,0,0
"4527",150,349,5,0,0
"4528",155,349,5,0,0
"4529",160,65,6,0,0
"4530",165,-123,0,0,0
"4531",170,-123,0,0,0
"4532",175,-123,0,0,0
"4533",180,-123,0,0,0
"4534",185,-123,0,0,0
"4535",190,-123,0,0,0
"4536",195,-123,0,0,0
"4537",200,-123,0,0,0
"4538",205,-123,0,0,0
"4539",210,-123,0,0,0
"4540",215,-123,0,0,0
"4541",220,-123,0,0,0
"4542",225,-123,0,0,0
"4543",230,-123,0,0,0
"4544",235,-123,0,0,0
"4545",240,-123,0,0,0
"4546",245,-123,0,0,0
"4547",250,-123,0,0,0
"4548",255,-123,0,0,0
"4549",260,-123,0,0,0
"4550",265,-123,0,0,0
"4551",270,-123,0,0,0
"4552",275,-123,0,0,0
"4553",280,-123,0,0,0
"4554",285,-123,0,0,0
"4555",290,-123,0,0,0
"4556",295,-123,0,0,0
"4557",5,1500,0,0,0
"4558",10,940,3,0,0
"4559",15,-14,0,0,0
"4560",20,-14,0,0,0
"4561",25,-14,0,0,0
"4562",30,-14,0,0,0
"4563",35,-14,0,0,0
"4564",40,-14,0,0,0
"4565",45,-14,0,0,0
"4566",50,-14,0,0,0
"4567",55,-14,0,0,0
"4568",60,-14,0,0,0
"4569",65,-14,0,0,0
"4570",70,-14,0,0,0
"4571",75,-14,0,0,0
"4572",80,-14,0,0,0
"4573",85,-14,0,0,0
"4574",90,-14,0,0,0
"4575",95,-14,0,0,0
"4576",100,-14,0,0,0
"4577",105,-14,0,0,0
"4578",110,-14,0,0,0
"4579",115,-14,0,0,0
"4580",120,-14,0,0,0
"4581",125,-14,0,0,0
"4582",130,-14,0,0,0
"4583",135,-14,0,0,0
"4584",140,-14,0,0,0
"4585",145,-14,0,0,0
"4586",150,-14,0,0,0
"4587",155,-14,0,0,0
"4588",160,-14,0,0,0
"4589",165,-14,0,0,0
"4590",170,-14,0,0,0
"4591",175,-14,0,0,0
"4592",180,-14,0,0,0
"4593",185,-14,0,0,0
"4594",190,-14,0,0,0
"4595",195,-14,0,0,0
"4596",200,-14,0,0,0
"4597",5,1500,0,0,1
"4598",10,1360,1,0,1
"4599",15,880,3,0,1
"4600",20,670,5,0,1
"4601",25,445,6,0,1
"4602",30,45,8,0,1
"4603",35,245,8,0,1
"4604",40,179,8,0,1
"4605",45,303,9,0,1
"4606",50,321,9,0,1
"4607",55,343,9,0,1
"4608",60,181,10,0,1
"4609",65,121,11,0,1
"4610",70,151,12,1,1
"4611",75,123,12,1,1
"4612",80,95,12,2,1
"4613",85,73,12,2,1
"4614",90,101,12,4,1
"4615",95,231,12,6,1
"4616",100,209,12,7,1
"4617",105,538,12,8,1
"4618",110,598,12,10,1
"4619",115,248,12,14,1
"4620",120,352,13,15,1
"4621",125,902,13,16,1
"4622",130,762,14,16,1
"4623",135,862,14,17,1
"4624",140,382,15,18,1
"4625",145,392,15,19,1
"4626",150,392,15,19,1
"4627",155,216,15,20,1
"4628",160,222,15,20,1
"4629",165,672,15,21,1
"4630",170,696,15,21,1
"4631",175,506,16,21,1
"4632",180,456,16,22,1
"4633",185,1006,16,22,1
"4634",190,636,17,23,1
"4635",195,536,17,25,1
"4636",200,1286,17,25,1
"4637",5,1500,0,0,0
"4638",10,1500,0,0,0
"4639",15,1500,0,0,0
"4640",20,1700,0,0,0
"4641",25,1700,0,0,0
"4642",30,1700,0,0,0
"4643",35,1700,0,0,0
"4644",40,1886,0,0,0
"4645",45,1862,0,0,0
"4646",50,2062,0,0,0
"4647",55,1862,1,0,0
"4648",60,1844,1,0,0
"4649",65,2044,1,0,0
"4650",70,2044,1,0,0
"4651",75,2012,1,0,0
"4652",80,1990,1,0,0
"4653",85,2170,1,0,0
"4654",90,2160,1,0,0
"4655",95,2080,1,0,0
"4656",100,1980,1,0,0
"4657",105,1660,2,0,0
"4658",110,1650,2,0,0
"4659",115,1650,2,0,0
"4660",120,1626,2,0,0
"4661",125,1376,2,0,0
"4662",130,1376,2,0,0
"4663",135,1176,2,0,0
"4664",140,956,3,0,0
"4665",145,1246,3,0,0
"4666",150,1246,3,0,0
"4667",155,1322,3,0,0
"4668",160,1416,3,0,0
"4669",165,866,3,0,0
"4670",170,842,3,0,0
"4671",175,772,3,0,0
"4672",180,872,3,0,0
"4673",185,322,3,0,0
"4674",190,302,3,0,0
"4675",195,302,3,0,0
"4676",200,-398,0,0,0
"4677",5,1500,0,0,0
"4678",10,1300,0,0,0
"4679",15,1300,0,0,0
"4680",20,1150,1,0,0
"4681",25,1115,1,0,0
"4682",30,844,2,0,0
"4683",35,644,3,0,0
"4684",40,724,3,0,0
"4685",45,724,3,0,0
"4686",50,706,3,0,0
"4687",55,684,3,0,0
"4688",60,684,3,0,0
"4689",65,684,3,0,0
"4690",70,684,3,0,0
"4691",75,744,3,0,0
"4692",80,224,5,0,0
"4693",85,466,5,0,0
"4694",90,198,6,0,0
"4695",95,248,6,0,0
"4696",100,220,6,0,0
"4697",105,161,6,0,0
"4698",110,311,7,0,0
"4699",115,311,7,0,0
"4700",120,-19,0,0,0
"4701",125,-19,0,0,0
"4702",130,-19,0,0,0
"4703",135,-19,0,0,0
"4704",140,-19,0,0,0
"4705",145,-19,0,0,0
"4706",150,-19,0,0,0
"4707",155,-19,0,0,0
"4708",160,-19,0,0,0
"4709",165,-19,0,0,0
"4710",170,-19,0,0,0
"4711",175,-19,0,0,0
"4712",180,-19,0,0,0
"4713",185,-19,0,0,0
"4714",190,-19,0,0,0
"4715",195,-19,0,0,0
"4716",200,-19,0,0,0
"4717",5,1500,0,0,0
"4718",10,37,3,0,0
"4719",15,37,3,0,0
"4720",20,137,4,0,0
"4721",25,137,4,0,0
"4722",30,327,4,0,0
"4723",35,317,4,0,0
"4724",40,331,4,0,0
"4725",45,345,5,0,0
"4726",50,67,6,0,0
"4727",55,92,6,0,0
"4728",60,92,6,0,0
"4729",65,92,6,0,0
"4730",70,118,6,0,0
"4731",75,94,6,0,0
"4732",80,-6,0,0,0
"4733",85,-6,0,0,0
"4734",90,-6,0,0,0
"4735",95,-6,0,0,0
"4736",100,-6,0,0,0
"4737",105,-6,0,0,0
"4738",110,-6,0,0,0
"4739",115,-6,0,0,0
"4740",120,-6,0,0,0
"4741",125,-6,0,0,0
"4742",130,-6,0,0,0
"4743",135,-6,0,0,0
"4744",140,-6,0,0,0
"4745",145,-6,0,0,0
"4746",150,-6,0,0,0
"4747",155,-6,0,0,0
"4748",160,-6,0,0,0
"4749",165,-6,0,0,0
"4750",170,-6,0,0,0
"4751",175,-6,0,0,0
"4752",180,-6,0,0,0
"4753",185,-6,0,0,0
"4754",190,-6,0,0,0
"4755",195,-6,0,0,0
"4756",200,-6,0,0,0
"4757",205,-6,0,0,0
"4758",210,-6,0,0,0
"4759",215,-6,0,0,0
"4760",220,-6,0,0,0
"4761",225,-6,0,0,0
"4762",230,-6,0,0,0
"4763",235,-6,0,0,0
"4764",240,-6,0,0,0
"4765",245,-6,0,0,0
"4766",250,-6,0,0,0
"4767",255,-6,0,0,0
"4768",260,-6,0,0,0
"4769",265,-6,0,0,0
"4770",270,-6,0,0,0
"4771",275,-6,0,0,0
"4772",280,-6,0,0,0
"4773",285,-6,0,0,0
"4774",290,-6,0,0,0
"4775",295,-6,0,0,0
"4776",300,-6,0,0,0
"4777",305,-6,0,0,0
"4778",310,-6,0,0,0
"4779",315,-6,0,0,0
"4780",320,-6,0,0,0
"4781",5,1500,0,0,1
"4782",10,1400,1,0,1
"4783",15,740,4,0,1
"4784",20,260,6,0,1
"4785",25,120,7,0,1
"4786",30,158,7,0,1
"4787",35,376,7,0,1
"4788",40,340,7,0,1
"4789",45,371,7,0,1
"4790",50,407,7,0,1
"4791",55,302,8,0,1
"4792",60,108,9,0,1
"4793",65,172,9,0,1
"4794",70,348,9,0,1
"4795",75,372,9,0,1
"4796",80,415,9,0,1
"4797",85,65,10,0,1
"4798",90,65,10,0,1
"4799",95,109,10,0,1
"4800",100,73,11,0,1
"4801",105,69,11,0,1
"4802",110,181,12,0,1
"4803",115,1,13,0,1
"4804",120,53,13,0,1
"4805",125,27,13,0,1
"4806",130,162,13,1,1
"4807",135,112,13,1,1
"4808",140,118,13,1,1
"4809",145,238,13,2,1
"4810",150,138,13,3,1
"4811",155,54,13,3,1
"4812",160,104,13,3,1
"4813",165,233,14,3,1
"4814",170,153,14,4,1
"4815",175,123,14,4,1
"4816",180,438,14,5,1
"4817",185,494,14,6,1
"4818",190,408,14,7,1
"4819",195,178,14,11,1
"4820",200,198,14,11,1
"4821",205,827,14,12,1
"4822",210,804,14,14,1
"4823",215,652,14,15,1
"4824",220,729,14,15,1
"4825",225,1457,14,15,1
"4826",230,1297,16,15,1
"4827",235,1303,16,15,1
"4828",240,1299,17,15,1
"4829",245,1135,17,16,1
"4830",250,735,18,17,1
"4831",255,345,19,18,1
"4832",260,193,19,19,1
"4833",265,168,19,20,1
"4834",270,418,19,21,1
"4835",275,218,19,23,1
"4836",280,438,19,24,1
"4837",285,238,19,25,1
"4838",290,328,19,25,1
"4839",295,354,19,27,1
"4840",300,354,19,27,1
"4841",305,1254,19,27,1
"4842",310,1254,19,27,1
"4843",315,980,20,29,1
"4844",320,1970,20,29,1
"4845",5,1500,0,0,0
"4846",10,1350,1,0,0
"4847",15,1350,1,0,0
"4848",20,1390,1,0,0
"4849",25,1390,1,0,0
"4850",30,1362,1,0,0
"4851",35,1362,1,0,0
"4852",40,1082,3,0,0
"4853",45,1057,3,0,0
"4854",50,1039,3,0,0
"4855",55,1039,3,0,0
"4856",60,1233,3,0,0
"4857",65,1221,3,0,0
"4858",70,1221,3,0,0
"4859",75,1071,4,0,0
"4860",80,1128,4,0,0
"4861",85,1128,4,0,0
"4862",90,1128,4,0,0
"4863",95,1312,4,0,0
"4864",100,1288,4,0,0
"4865",105,1482,4,0,0
"4866",110,1482,4,0,0
"4867",115,1482,4,0,0
"4868",120,1454,4,0,0
"4869",125,1654,4,0,0
"4870",130,1594,4,0,0
"4871",135,1534,5,0,0
"4872",140,1628,5,0,0
"4873",145,1062,6,0,0
"4874",150,1062,6,0,0
"4875",155,1052,6,0,0
"4876",160,1184,6,0,0
"4877",165,1166,6,0,0
"4878",170,1366,6,0,0
"4879",175,1420,6,0,0
"4880",180,1240,6,0,0
"4881",185,1214,6,0,0
"4882",190,1114,6,0,0
"4883",195,1364,6,0,0
